Gender,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_Status
Female,32.42,2.165,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,120.0,0,Rejected,Not Approved
Male,23.75,0.71,Unknown,Yes,Graduate,Asian,0.25,No,Yes,14.93,Yes,Indian,240.0,4,Rejected,Not Approved
Female,18.17,2.46,Unknown,Yes,HighSchool,White,0.96,No,Yes,29.85,Yes,Indian,160.0,587,Rejected,Not Approved
Female,40.92,0.5,Yes,Partial,Undergraduate,Asian,0.5,No,No,0.0,Yes,Indian,130.0,0,Rejected,Not Approved
Female,19.5,9.585,Unknown,Yes,Graduate,Asian,0.79,No,No,0.0,No,Indian,80.0,350,Rejected,Not Approved
Female,28.58,3.625,Unknown,Yes,Graduate,Asian,0.25,No,No,0.0,Yes,Indian,100.0,0,Rejected,Not Approved
Female,35.58,0.75,Unknown,Yes,HighSchool,Asian,1.5,No,No,0.0,Yes,Indian,231.0,0,Rejected,Not Approved
Female,34.17,2.75,Unknown,Yes,HighSchool,White,2.5,No,No,0.0,Yes,Indian,232.0,200,Rejected,Not Approved
,33.17,2.25,Yes,Partial,Undergraduate,Asian,3.5,No,No,0.0,Yes,Indian,200.0,141,Rejected,Not Approved
Female,31.58,0.75,Yes,Partial,Graduate,Asian,3.5,No,No,0.0,Yes,Indian,320.0,0,Rejected,Not Approved
Male,52.5,7.0,Unknown,Yes,Graduate,Asian,3.0,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Female,36.17,0.42,Yes,Partial,Graduate,Asian,0.29,No,No,0.0,Yes,Indian,309.0,2,Rejected,Not Approved
Female,37.33,2.665,Unknown,Yes,Undergraduate,Asian,0.165,No,No,0.0,Yes,Indian,0.0,501,Rejected,Not Approved
Male,20.83,8.5,Unknown,Yes,HighSchool,Asian,0.165,No,No,0.0,No,Indian,0.0,351,Rejected,Not Approved
Female,24.08,9.0,Unknown,Yes,Graduate,Asian,0.25,No,No,0.0,Yes,Indian,0.0,0,Rejected,Not Approved
Female,25.58,0.335,Unknown,Yes,HighSchool,Asian,3.5,No,No,0.0,Yes,Indian,340.0,0,Rejected,Not Approved
Male,35.17,3.75,Unknown,Yes,HighSchool,Black,0.0,No,Yes,89.55,No,Indian,0.0,200,Rejected,Not Approved
Female,48.08,3.75,Unknown,Yes,HighSchool,White,1.0,No,No,0.0,No,Indian,100.0,2,Rejected,Not Approved
Male,15.83,7.625,Unknown,Yes,HighSchool,Asian,0.125,No,Yes,14.93,Yes,Indian,0.0,160,Rejected,Not Approved
Male,22.5,0.415,Unknown,Yes,HighSchool,Asian,0.335,No,No,0.0,Yes,Other,144.0,0,Rejected,Not Approved
Female,21.5,11.5,Unknown,Yes,HighSchool,Asian,0.5,Yes,No,0.0,Yes,Indian,100.0,68,Rejected,Not Approved
Male,23.58,0.83,Unknown,Yes,HighSchool,Asian,0.415,No,Yes,14.93,Yes,Indian,200.0,11,Rejected,Not Approved
Male,21.08,5.0,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Female,25.67,3.25,Unknown,Yes,HighSchool,Asian,2.29,No,Yes,14.93,Yes,Indian,416.0,21,Rejected,Not Approved
Male,38.92,1.665,Unknown,Yes,Graduate,Asian,0.25,No,No,0.0,No,Indian,0.0,390,Rejected,Not Approved
Male,15.75,0.375,Unknown,Yes,HighSchool,Asian,1.0,No,No,0.0,No,Indian,120.0,18,Rejected,Not Approved
Male,28.58,3.75,Unknown,Yes,HighSchool,Asian,0.25,No,Yes,14.93,Yes,Indian,40.0,154,Rejected,Not Approved
Female,22.25,9.0,Unknown,Yes,Graduate,Asian,0.085,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Female,29.83,3.5,Unknown,Yes,HighSchool,Asian,0.165,No,No,0.0,No,Indian,216.0,0,Rejected,Not Approved
Male,23.5,1.5,Unknown,Yes,Graduate,Asian,0.875,No,No,0.0,Yes,Indian,160.0,0,Rejected,Not Approved
Female,32.08,4.0,Yes,Partial,Undergraduate,Asian,1.5,No,No,0.0,Yes,Indian,120.0,0,Rejected,Not Approved
Female,31.08,1.5,Yes,Partial,Graduate,Asian,0.04,No,No,0.0,No,Other,160.0,0,Rejected,Not Approved
Female,31.83,0.04,Yes,Partial,Undergraduate,Asian,0.04,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Male,21.75,11.75,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,Yes,Indian,180.0,0,Rejected,Not Approved
Male,17.92,0.54,Unknown,Yes,HighSchool,Asian,1.75,No,Yes,14.93,Yes,Indian,80.0,5,Rejected,Not Approved
Female,30.33,0.5,Unknown,Yes,Undergraduate,Asian,0.085,No,No,0.0,Yes,Other,252.0,0,Rejected,Not Approved
Female,51.83,2.04,Yes,Partial,HighSchool,Black,1.5,No,No,0.0,No,Indian,120.0,1,Rejected,Not Approved
Female,47.17,5.835,Unknown,Yes,Graduate,Asian,5.5,No,No,0.0,No,Indian,465.0,150,Rejected,Not Approved
Female,25.83,12.835,Unknown,Yes,Undergraduate,Asian,0.5,No,No,0.0,No,Indian,0.0,2,Rejected,Not Approved
Male,50.25,0.835,Unknown,Yes,Graduate,Asian,0.5,No,No,0.0,Yes,Indian,240.0,117,Rejected,Not Approved
,29.5,2.0,Yes,Partial,Graduate,Asian,2.0,No,No,0.0,No,Indian,256.0,17,Rejected,Not Approved
Male,37.33,2.5,Unknown,Yes,HighSchool,Asian,0.21,No,No,0.0,No,Indian,260.0,246,Rejected,Not Approved
Male,41.58,1.04,Unknown,Yes,Graduate,Asian,0.665,No,No,0.0,No,Indian,240.0,237,Rejected,Not Approved
Male,30.58,10.665,Unknown,Yes,HighSchool,Asian,0.085,No,Yes,179.1,Yes,Indian,129.0,3,Rejected,Not Approved
Female,19.42,7.25,Unknown,Yes,Undergraduate,Asian,0.04,No,Yes,14.93,No,Indian,100.0,1,Rejected,Not Approved
Male,17.92,10.21,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,0.0,50,Rejected,Not Approved
Male,20.08,1.25,Unknown,Yes,HighSchool,Asian,0.0,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Female,19.5,0.29,Unknown,Yes,HighSchool,Asian,0.29,No,No,0.0,No,Indian,280.0,364,Rejected,Not Approved
Female,27.83,1.0,Yes,Partial,Undergraduate,Asian,3.0,No,No,0.0,No,Indian,176.0,537,Rejected,Not Approved
Female,17.08,3.29,Unknown,Yes,HighSchool,Asian,0.335,No,No,0.0,Yes,Indian,140.0,2,Rejected,Not Approved
Female,36.42,0.75,Yes,Partial,Undergraduate,Asian,0.585,No,No,0.0,No,Indian,240.0,3,Rejected,Not Approved
Female,40.58,3.29,Unknown,Yes,Undergraduate,Asian,3.5,No,No,0.0,Yes,Other,400.0,0,Rejected,Not Approved
Female,21.08,10.085,Yes,Partial,Graduate,Asian,1.25,No,No,0.0,No,Indian,260.0,0,Rejected,Not Approved
Male,22.67,0.75,Unknown,Yes,HighSchool,Asian,2.0,No,Yes,29.85,Yes,Indian,200.0,394,Rejected,Not Approved
Male,25.25,13.5,Yes,Partial,HighSchool,Black,2.0,No,Yes,14.93,Yes,Indian,200.0,1,Rejected,Not Approved
Female,17.92,0.205,Unknown,Yes,Graduate,Asian,0.04,No,No,0.0,No,Indian,280.0,750,Rejected,Not Approved
Female,35.0,3.375,Unknown,Yes,HighSchool,Asian,8.29,No,No,0.0,Yes,Indian,0.0,0,Rejected,Not Approved
